,Raft,Nutrients,Mixing,Spores,Bag,Day,NDay,UA,UJ,UM,MA,MJ,MM,Chaob,UninfEggRatio,InfEggRatio,EdChl,TotChl,TP,TN,SizeUninf,SESizeUninf,SizeInf,SESizeInf,C,N,P,CN,CP,NP,Light,SRP,ad320,InfDensity,UninfDensity,TotalDensity,PropJuv,PrevTotal,PrevAdult,InfCount,UninfCount,AdultCount,TotalCount,Trt,LogTotDens,LogUninfDens,LogInfDens,LogTotChl,LogEdChl,InedChl,LogInedChl,PropInedChl,LogTP,LogTN,LogC,LogN,LogP
139,2,High,Mix,Spores,11,12,5,78,207,0,0,0,0,0,2.3,NA,1.42,2.74,15.0236295,635.3926,1.346666667,0.018328631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,21471.7911390249,21471.7911390249,0.726315789473684,0,0,0,285,78,285,High Mix Spores,9.97449531259225,9.97449531259225,4.3220061323236,1.00795792039998,0.350656871613169,1.32,0.27763173659828,0.481751824817518,2.7096242616187,6.45424307556048,NA,NA,NA
140,2,Low,Mix,No,12,12,5,259,585,0,0,0,0,0,1.419354839,NA,2.29,5.69,10.35708942,718.4539,1.244516129,0.019315372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,63586.6376187265,63586.6376187265,0.693127962085308,0,0,0,844,259,844,Low Mix No,11.0601586269196,11.0601586269196,4.3220061323236,1.73871024813824,0.828551817566148,3.4,1.22377543162212,0.597539543057997,2.33767125334373,6.57710154201319,NA,NA,NA
141,2,High,No,Spores,13,12,5,153,437,0,3,1,0,0,1.866666667,2,3.94,7.59,20.86130899,641.2777,1.306666667,0.020529392,1.26,0.052915026,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.358472126666,44450.3746386832,44751.7331108099,0.737373737373737,0.00673400673400673,0.0192307692307692,4,590,156,594,High No Spores,10.7088854516862,10.7021286692234,5.70830049344349,2.02683159140754,1.37118072330984,3.65,1.2947271675944,0.480895915678524,3.03789619880232,6.46346259243311,NA,NA,NA
143,2,High,Mix,No,15,12,5,169,667,0,0,0,0,0,1.433333333,NA,1.18,3.23,10.57329977,676.778,1.313333333,0.014584934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,62983.9206744731,62983.9206744731,0.797846889952153,0,0,0,836,169,836,High Mix No,11.0506347454083,11.0506347454083,4.3220061323236,1.17248213723457,0.165514438477573,2.05,0.717839793150317,0.634674922600619,2.35833193375554,6.51734330185352,NA,NA,NA
144,2,Low,Mix,Spores,16,12,5,54,160,0,1,1,0,0,1.8,2,2.46,4.79,11.14986071,605.9671,1.326,0.020592377,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.679236063333,16122.6782587766,16273.3574948399,0.74537037037037,0.00925925925925926,0.0181818181818182,2,214,55,216,Low Mix Spores,9.69728454000776,9.68798214734545,5.01515331288354,1.56653041142282,0.900161349944271,2.33,0.845868267577609,0.48643006263048,2.41142700545142,6.40682569416649,NA,NA,NA
145,3,Low,No,No,17,12,5,62,224,0,0,0,0,1,1.9,NA,1.63,2.33,10.60933483,570.6565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,21547.1307570566,21547.1307570566,0.783216783216783,0,0,0,286,62,286,Low No No,9.97799794314345,9.97799794314345,4.3220061323236,0.845868267577609,0.488580014818671,0.7,-0.356674943938732,0.300429184549356,2.36173425791792,6.34678745245432,NA,NA,NA
146,3,High,No,Spores,18,12,5,108,269,0,0,0,0,0,2.424242424,NA,1.32,2.98,16.6812422,641.0558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,28403.0359979382,28403.0359979382,0.713527851458886,0,0,0,377,108,377,High No Spores,10.2542513197716,10.2542513197716,4.3220061323236,1.09192330051731,0.27763173659828,1.66,0.506817602368452,0.557046979865772,2.81428486657973,6.46311650461397,NA,NA,NA
147,3,Low,Mix,No,19,12,5,168,570,0,0,0,0,0,1.695652174,NA,1.5,2.11,12.3750527,529.4608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,55600.6381073698,55600.6381073698,0.772357723577236,0,0,0,738,168,738,Low Mix No,10.9259499569241,10.9259499569241,4.3220061323236,0.746687947487975,0.405465108108164,0.61,-0.49429632181478,0.289099526066351,2.51568256703154,6.27185913019519,NA,NA,NA
150,3,High,No,No,22,12,5,157,405,0,0,0,0,0,2.96969697,NA,1.85,3.24,14.03266539,611.2873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,42340.8653337965,42340.8653337965,0.720640569395018,0,0,0,562,157,562,High No No,10.6535079822173,10.6535079822173,4.3220061323236,1.17557332980424,0.615185639090233,1.39,0.3293037471426,0.429012345679012,2.64138785397534,6.41556706142217,NA,NA,NA
151,3,Low,Mix,Spores,23,12,5,197,532,1,0,0,0,0,2.375,NA,1.45,3.01,8.573354021,541.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,54997.9211631165,54997.9211631165,0.728767123287671,0,0,0,730,197,730,Low Mix Spores,10.915050666466,10.915050666466,4.3220061323236,1.10194007876078,0.371563556432483,1.56,0.444685821261446,0.518272425249169,2.14865902372328,6.29384617477444,NA,NA,NA
152,3,High,Mix,No,24,12,5,110,276,0,0,0,0,0,2.333333333,NA,1.73,2.57,23.45583321,558.8863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,29081.0925602232,29081.0925602232,0.715025906735751,0,0,0,386,110,386,High Mix No,10.2778435017884,10.2778435017884,4.3220061323236,0.943905898907128,0.548121408509688,0.84,-0.174353387144778,0.326848249027237,3.15511921491839,6.32594605354008,NA,NA,NA
153,4,Low,No,Spores,25,12,5,56,187,0,0,0,0,0,2.196428571,NA,1.89,4.37,9.059827311,582.4267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,18307.5271816949,18307.5271816949,0.769547325102881,0,0,0,243,56,243,Low No Spores,9.81506757566415,9.81506757566415,4.3220061323236,1.4747630091075,0.636576829071551,2.48,0.908258560176891,0.567505720823799,2.20385005927721,6.36720334061186,NA,NA,NA
154,4,High,No,No,26,12,5,324,810,0,0,0,0,0,2.591836735,NA,3.95,6.82,27.31158448,569.6114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,85435.1268479097,85435.1268479097,0.714285714285714,0,0,0,1134,324,1134,High No No,11.3555126166113,11.3555126166113,4.3220061323236,1.91985947185537,1.37371557891303,2.87,1.05431202977153,0.420821114369501,3.30731095211093,6.34495437394243,NA,NA,NA
155,4,Low,Mix,No,27,12,5,170,562,0,0,0,0,0,2.703703704,NA,1.5,2.49,10.21294919,581.5188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,55148.6003991798,55148.6003991798,0.76775956284153,0,0,0,732,170,732,Low Mix No,10.9177866462849,10.9177866462849,4.3220061323236,0.912282710476616,0.405465108108164,0.99,-0.0100503358535012,0.397590361445783,2.32365644355176,6.36564330161668,NA,NA,NA
156,4,High,Mix,Spores,28,12,5,123,519,0,0,0,0,0,2.970588235,NA,3.23,5.58,36.6806997,605.3336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,48368.0347763298,48368.0347763298,0.808411214953271,0,0,0,642,123,642,High Mix Spores,10.7865944360136,10.7865944360136,4.3220061323236,1.71918877639322,1.17248213723457,2.35,0.854415328156068,0.421146953405018,3.60225072299695,6.40577971102167,NA,NA,NA
157,4,Low,No,No,29,12,5,192,503,0,0,0,0,0,2.551020408,NA,1.17,2.66,17.58211866,529.4608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,52361.0345320082,52361.0345320082,0.723741007194245,0,0,0,695,192,695,Low No No,10.8659179778884,10.8659179778884,4.3220061323236,0.978326122793608,0.157003748809665,1.49,0.398776119957368,0.56015037593985,2.866882400354,6.27185913019519,NA,NA,NA
158,4,Low,Mix,Spores,30,12,5,99,460,0,0,0,0,0,2.741935484,NA,1.04,1.93,9.840294044,558.8863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,42114.8464797015,42114.8464797015,0.822898032200358,0,0,0,559,99,559,Low Mix Spores,10.6481556054787,10.6481556054787,4.3220061323236,0.657520002916794,0.0392207131532813,0.89,-0.116533816255952,0.461139896373057,2.28648559313801,6.32594605354008,NA,NA,NA
159,4,High,No,Spores,31,12,5,73,284,0,0,0,0,0,2.438356164,NA,2.37,3.16,13.6593426,593.4262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,26896.2436373049,26896.2436373049,0.795518207282913,0,0,0,357,73,357,High No Spores,10.1997419141032,10.1997419141032,4.3220061323236,1.15057202759882,0.86288995514704,0.79,-0.23572233352107,0.25,2.61442372706947,6.38591285922447,NA,NA,NA
160,4,High,Mix,No,32,12,5,74,285,0,0,0,0,1,2.864864865,NA,2.8,3.57,19.68941926,551.7503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,27046.9228733682,27046.9228733682,0.793871866295265,0,0,0,359,74,359,High Mix No,10.2053285208119,10.2053285208119,4.3220061323236,1.27256559579155,1.02961941718116,0.77,-0.261364764134408,0.215686274509804,2.9800813980566,6.31309558886121,NA,NA,NA
161,1,Low,Mix,Spores,1,15,6,137,888,0,55,28,0,0,0.194444444,0,3.16,9.53,98.49260568,991.2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6253.18829662831,77223.1084824581,83476.2967790864,0.826714801444043,0.0749097472924188,0.286458333333333,83,1025,192,1108,Low Mix Spores,11.3323179996308,11.2544540238961,8.7408467401202,2.25444471766611,1.15057202759882,6.37,1.85159946958407,0.668415529905561,4.58998147612163,6.89896425087778,NA,NA,NA
162,1,High,Mix,No,2,15,6,115,757,0,0,0,0,0,0.282051282,NA,4.88,14.37,31.93661429,1131.1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,65696.1469236131,65696.1469236131,0.868119266055046,0,0,0,872,115,872,High Mix No,11.0927955562326,11.0927955562326,4.3220061323236,2.66514270009093,1.58514521986506,9.49,2.25023861262184,0.660403618649965,3.46375313497663,7.03100176278853,NA,NA,NA
164,1,High,No,No,4,15,6,232,1152,0,0,0,0,0,0.528301887,NA,14.89,40.01,62.06063732,1462.9386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,104270.031355826,104270.031355826,0.832369942196532,0,0,0,1384,232,1384,High No No,11.5547392685012,11.5547392685012,4.3220061323236,3.68912942286914,2.70068984669592,25.12,3.2236643416,0.62784303924019,4.1281119283842,7.28820243158166,NA,NA,NA
165,1,Low,Mix,No,5,15,6,249,424,0,0,0,0,0,1.318181818,NA,3.26,7.06,13.29950308,527.8225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,50703.5629353115,50703.5629353115,0.63001485884101,0,0,0,673,249,673,Low Mix No,10.8337514619683,10.8337514619683,4.3220061323236,1.95444505150515,1.18172719537862,3.8,1.33500106673234,0.538243626062323,2.5877266721237,6.26876005294461,NA,NA,NA
166,1,High,Mix,Spores,6,15,6,294,669,0,126,0,0,0,0.986666667,0.470588235,8.13,30.02,87.72250583,1614.6782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9492.79187198997,72552.0521644948,82044.8440364847,0.614325068870523,0.115702479338843,0.3,126,963,420,1089,High Mix Spores,11.3150212552566,11.1920595441217,9.15828803927508,3.40186382620532,2.09556092355972,21.89,3.08602991153477,0.729180546302465,4.47417848937515,7.38689095883651,NA,NA,NA
167,1,Low,No,No,7,15,6,347,736,2,0,0,0,0,0.966666667,NA,1.98,3.77,12.29596633,602.9725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,81743.4855643581,81743.4855643581,0.678341013824885,0,0,0,1085,347,1085,Low No No,11.3113413982982,11.3113413982982,4.3220061323236,1.32707500145992,0.683096844706444,1.79,0.582215619852664,0.474801061007958,2.50927126794367,6.40187159038043,NA,NA,NA
168,1,High,No,Spores,8,15,6,121,419,0,38,9,0,0,0.740740741,0.666666667,3.1,4.1,27.0443726,1032.7388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540.96204748832,40683.3937370999,44224.3557845882,0.729131175468484,0.0800681431005111,0.238993710691824,47,540,159,587,High No Spores,10.6970309521517,10.6135752718819,8.17215373403366,1.41098697371026,1.1314021114911,1,-4.44089209850063e-16,0.24390243902439,3.29747894668122,6.93996958138631,NA,NA,NA
170,2,Low,No,Spores,10,15,6,26,190,0,16,4,0,0,0.352941176,0.8,3.09,6.6,10.03800862,582.6210123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506.79236063333,16273.3574948399,17780.1498554733,0.822033898305085,0.0847457627118644,0.380952380952381,20,216,42,236,Low No Spores,9.78583793734921,9.69728454000776,7.31773840587759,1.88706964903238,1.12817109090965,3.51,1.25561603747777,0.531818181818182,2.30637874996917,6.36753691030132,NA,NA,NA
171,2,High,Mix,Spores,11,15,6,313,1008,0,128,11,0,1,0.659090909,0.791666667,6.63,12.22,33.54944123,1235.2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10472.2069064016,99523.6354198313,109995.842326233,0.697945205479452,0.0952054794520548,0.290249433106576,139,1321,441,1460,High Mix Spores,11.608197847026,11.5081504368459,9.25648006545429,2.50307395374345,1.89160480419777,5.59,1.72097928716701,0.457446808510638,3.51302020843548,7.11902833390472,NA,NA,NA
172,2,Low,Mix,No,12,15,6,257,495,0,0,0,0,0,0.555555556,NA,17.63,38.64,30.80763544,753.2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,56655.3927598131,56655.3927598131,0.658244680851064,0,0,0,752,257,752,Low Mix No,10.9447424562734,10.9447424562734,4.3220061323236,3.65428800934432,2.86960199640978,21.01,3.04499851485691,0.543737060041408,3.42776256315254,6.6244270481252,NA,NA,NA
173,2,High,No,Spores,13,15,6,138,324,0,50,3,0,2,0.647058824,0.433333333,3.01,4.55,26.84724931,1046.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3992.99975567832,34806.9035306299,38799.9032863082,0.63495145631068,0.102912621359223,0.265957446808511,53,462,188,515,High No Spores,10.5661730329873,10.4575710234053,8.29229804587572,1.51512723296286,1.10194007876078,1.54,0.431782416425538,0.338461538461538,3.29016336915193,6.95329540559164,NA,NA,NA
175,2,High,Mix,No,15,15,6,251,973,0,0,0,0,1,0.367088608,NA,8.5,32.6,54.92835822,1358.8522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,92215.6924707597,92215.6924707597,0.794934640522876,0,0,0,1224,251,1224,High Mix No,11.4318855953959,11.4318855953959,4.3220061323236,3.48431228837266,2.14006616349627,24.1,3.18221184049661,0.739263803680982,4.00602975832238,7.21439565179818,NA,NA,NA
176,2,Low,Mix,Spores,16,15,6,47,399,0,23,1,0,0,0.5,0.142857143,3.3,7.3,13.06653919,628.0225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1808.15083275999,33601.4696421232,35409.6204748832,0.851063829787234,0.051063829787234,0.328571428571429,24,446,70,470,Low Mix Spores,10.4747388270277,10.4223250843437,7.50005996267155,1.98787434815435,1.19392246847243,4,1.38629436111989,0.547945205479452,2.57005470221337,6.44257599385187,NA,NA,NA
177,3,Low,No,No,17,15,6,98,395,0,0,0,0,0,0.833333333,NA,4.51,8.85,8.658145579,740.7475,1.332,0.014781162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,37142.4316896115,37142.4316896115,0.801217038539554,0,0,0,493,98,493,Low No No,10.5225153063663,10.5225153063663,4.3220061323236,2.18041745901984,1.50629715351459,4.34,1.46787434811231,0.490395480225989,2.15850056326974,6.60765981149017,NA,NA,NA
178,3,High,No,Spores,18,15,6,145,575,0,31,5,0,0,1.2,0.6,11.77,34.62,86.96985327,1397.8846,1.368,0.026865922,1.31,0.027365834,NA,NA,NA,NA,NA,NA,NA,NA,NA,2712.22624913999,54244.5249827998,56956.7512319398,0.767195767195767,0.0476190476190476,0.176136363636364,36,720,176,756,High No Spores,10.9500475085031,10.9012573443337,7.90552507077971,3.54443154974806,2.46555392127219,22.85,3.12895111734021,0.66002310803004,4.46556154446676,7.24271537289161,NA,NA,NA
179,3,Low,Mix,No,19,15,6,179,579,0,0,0,0,3,1.064516129,NA,4.97,17.11,25.95123435,747.01,1.312258065,0.015731003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,57107.4304680031,57107.4304680031,0.763852242744063,0,0,0,758,179,758,Low Mix No,10.952689517966,10.952689517966,4.3220061323236,2.8396630879041,1.60341984010854,12.14,2.49650578563135,0.709526592635885,3.25621917495464,6.61607857192407,NA,NA,NA
182,3,High,No,No,22,15,6,273,990,0,0,0,0,0,1.166666667,NA,5.2,14.54,31.16604143,1222.2388,1.368666667,0.01868513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,95153.9375739947,95153.9375739947,0.783847980997625,0,0,0,1263,273,1263,High No No,11.4632512546741,11.4632512546741,4.3220061323236,2.67690347210537,1.64865862558738,9.34,2.23430625224075,0.642365887207703,3.43932908635579,7.10843953798867,NA,NA,NA
183,3,Low,Mix,Spores,23,15,6,107,190,0,36,1,0,0,1.063829787,0.454545455,5.24,10.92,32.61758567,682.7317,1.268,0.025157283,1.358181818,0.038560889,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.56586717166,22375.8665554049,25163.4324225766,0.57185628742515,0.110778443113772,0.251748251748252,37,297,143,334,Low Mix Spores,10.1331471253003,10.0157382711263,7.93292404496782,2.39059597031676,1.65632149833295,5.68,1.73695123273306,0.52014652014652,3.48485158065849,6.52610195662587,NA,NA,NA
184,3,High,Mix,No,24,15,6,98,280,0,0,0,0,0,1.5,NA,6.21,14.93,33.5247761,847.21,1.372666667,0.019380837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,28478.3756159699,28478.3756159699,0.740740740740741,0,0,0,378,98,378,High Mix No,10.2569003279432,10.2569003279432,4.3220061323236,2.7033726115511,1.82616089594539,8.72,2.16561923792089,0.584058941728064,3.51228475054738,6.74194859780583,NA,NA,NA
185,4,Low,No,Spores,25,15,6,43,171,0,16,1,0,1,1.076923077,1.1,3.75,7.83,8.294469354,565.3975,1.342,0.027720831,1.422,0.035832946,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280.77350653833,16122.6782587766,17403.4517653149,0.744588744588745,0.0735930735930736,0.271186440677966,17,214,59,231,Low No Spores,9.76442384284539,9.68798214734545,7.15521947637982,2.05796251000271,1.32175583998232,4.08,1.40609698841607,0.521072796934866,2.11558894980589,6.33752902360132,NA,NA,NA
186,4,High,No,No,26,15,6,323,1279,0,0,0,0,0,1.166666667,NA,4.35,9.12,34.70660736,1105.1416,1.354,0.018597985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,120694.06808673,120694.06808673,0.798377028714107,0,0,0,1602,323,1602,High No No,11.7010142599519,11.7010142599519,4.3220061323236,2.21046980408624,1.47017584510059,4.77,1.56234630490025,0.523026315789474,3.54693008265925,7.00772875053839,NA,NA,NA
187,4,Low,Mix,No,27,15,6,127,663,0,0,0,0,0,1.166666667,NA,3.47,6.17,8.079590944,590.4475,1.318,0.018303947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,59518.2982450165,59518.2982450165,0.839240506329114,0,0,0,790,127,790,Low Mix No,10.9940390777847,10.9940390777847,4.3220061323236,1.8196988379173,1.24415459395877,2.7,0.993251773010283,0.437601296596434,2.0893412455089,6.38088072397956,NA,NA,NA
188,4,High,Mix,Spores,28,15,6,256,366,0,58,2,0,0,1.070175439,0.8,1.86,3.99,22.26156606,959.935,1.342,0.036690901,1.398,0.030177254,NA,NA,NA,NA,NA,NA,NA,NA,NA,4520.37708189999,46861.2424156965,51381.6194975965,0.539589442815249,0.0879765395894428,0.184713375796178,60,622,314,682,High Mix Spores,10.8470357901671,10.7549462250628,8.4163506945457,1.38379123090177,0.62057648772511,2.13,0.756121979721334,0.533834586466165,3.10286169647247,6.86686557383624,NA,NA,NA
189,4,Low,No,No,29,15,6,221,752,0,0,0,0,0,0.833333333,NA,2.88,7.33,33.5247761,603.6497115,1.322,0.019210869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,73305.4483448114,73305.4483448114,0.772867420349435,0,0,0,973,221,973,Low No No,11.2023902145096,11.2023902145096,4.3220061323236,1.99197551589856,1.05779029414785,4.45,1.49290409617815,0.607094133697135,3.51228475054738,6.40299408185233,NA,NA,NA
190,4,Low,Mix,Spores,30,15,6,119,186,0,28,1,0,0,0.695652174,0.3,2.59,4.31,7.273796903,552.8725,1.346,0.028913665,1.336,0.03964285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2184.84892291833,22978.5834996583,25163.4324225766,0.559880239520958,0.0868263473053892,0.19047619047619,29,305,147,334,Low Mix Spores,10.1331471253003,10.042317908931,7.68930196231007,1.46093790411566,0.951657875711446,1.72,0.542324290825361,0.39907192575406,1.98427842522367,6.3151274143605,NA,NA,NA
191,4,High,No,Spores,31,15,6,83,270,0,18,1,0,0,1.473684211,0.923076923,3.36,9.28,25.43102262,966.1975,1.262105263,0.017697572,1.28,0.040509575,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.45274260166,26594.8851651782,28026.3379077799,0.728494623655914,0.0510752688172043,0.178217821782178,19,353,101,372,High No Spores,10.2408999865967,10.1884741892569,7.26644511149004,2.22786154679811,1.21194097397511,5.92,1.77833644889591,0.637931034482759,3.2359697917596,6.87336826466095,NA,NA,NA
192,4,High,Mix,No,32,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69,21.02,64.5388934,1267.7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Mix No,NA,NA,NA,3.04547436544881,2.03992078351755,13.33,2.59001713419062,0.634157944814462,4.16726804052083,7.14501993650983,NA,NA,NA
193,1,Low,Mix,Spores,1,19,7,179,603,0,25,16,0,0,0.857142857,0.363636364,1.33,3.22,7.81199553,694.6391,1.392,0.033625387,1.36,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,3088.92433929832,58915.5813007631,62004.5056400615,0.752126366950182,0.0498177399756987,0.122549019607843,41,782,204,823,Low Mix Spores,11.0349623330007,10.9838608728689,8.03557819902791,1.16938135955632,0.285178942233662,1.89,0.636576829071551,0.58695652173913,2.05566044081765,6.5433924301164,NA,NA,NA
194,1,High,Mix,No,2,19,7,232,995,0,0,0,0,0,0.5,NA,6.78,20.98,43.46253969,974.463,1.378,0.033126022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,92441.7113248547,92441.7113248547,0.810920945395273,0,0,0,1227,232,1227,High Mix No,11.4343335770345,11.4343335770345,4.3220061323236,3.04356960296815,1.9139771019523,14.2,2.65324196460721,0.676835081029552,3.7718994105346,6.88188655003799,NA,NA,NA
196,1,High,No,No,4,19,7,772,964,1,0,0,0,0,0.603773585,NA,4.04,8.66,25.48194745,938.7408,1.436,0.029333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,130864.916521005,130864.916521005,0.554979850316638,0,0,0,1737,772,1737,High No No,11.7819208985647,11.7819208985647,4.3220061323236,2.15871472257434,1.39624469197306,4.62,1.53039470509365,0.533487297921478,3.23797025831705,6.84453940276401,NA,NA,NA
197,1,Low,Mix,No,5,19,7,523,1476,0,0,0,0,0,1.008403361,NA,2.27,5.97,25.29921786,694.6391,1.347272727,0.023397393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,150603.896445301,150603.896445301,0.738369184592296,0,0,0,1999,523,1999,Low Mix No,11.922408466824,11.922408466824,4.3220061323236,1.78674692740451,0.819779831493311,3.7,1.30833281965018,0.619765494137353,3.2307734806311,6.5433924301164,NA,NA,NA
198,1,High,Mix,Spores,6,19,7,478,1739,0,77,1,0,0,1.112676056,0.434782609,2.56,5.86,17.47839115,891.1112,1.414,0.04541659,1.324,0.031524241,NA,NA,NA,NA,NA,NA,NA,NA,NA,5876.49020646998,167027.933176204,172904.423382674,0.758169934640523,0.0339869281045752,0.138738738738739,78,2217,555,2295,High Mix Spores,12.0604942548182,12.0259163419399,8.67871495901319,1.76814960358892,0.940007258491471,3.3,1.19392246847243,0.563139931740614,2.86096532651781,6.79246922327496,NA,NA,NA
199,1,Low,No,No,7,19,7,548,565,1,0,0,0,0,1,NA,1.99,3.17,6.770436833,623.1947,1.36,0.022900752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,83928.3344872764,83928.3344872764,0.507181328545781,0,0,0,1114,548,1114,Low No No,11.3377185528108,11.3377185528108,4.3220061323236,1.15373158788919,0.688134638736401,1.18,0.165514438477573,0.372239747634069,1.91256560965791,6.43485899002744,NA,NA,NA
200,1,High,No,Spores,8,19,7,329,649,0,63,24,0,1,0.652173913,0.11627907,1.87,5.08,22.32072544,1080.7415,1.308,0.02462158,1.394,0.032802439,NA,NA,NA,NA,NA,NA,NA,NA,NA,6554.54676875498,73682.1464349698,80236.6932037247,0.631924882629108,0.0816901408450704,0.160714285714286,87,978,392,1065,High No Spores,11.2927362104671,11.2075158023584,8.78791425097818,1.62531126159039,0.625938430866495,3.21,1.16627093714192,0.631889763779528,3.10551563877705,6.98540265860818,NA,NA,NA
202,2,Low,No,Spores,10,19,7,1040,683,0,112,41,0,2,1.595744681,0.431818182,5.31,11.91,10.7173961,676.778,1.348,0.02388863,1.37,0.032283467,NA,NA,NA,NA,NA,NA,NA,NA,NA,11526.961558845,129810.161868561,141337.123427406,0.38592750533049,0.0815565031982942,0.0972222222222222,153,1723,1152,1876,Low No Spores,11.8589032618898,11.7738283688515,9.35244405371603,2.47737838336721,1.66959183525385,6.6,1.88706964903238,0.554156171284635,2.371868225018,6.51734330185352,NA,NA,NA
203,2,High,Mix,Spores,11,19,7,1156,1924,1,91,14,0,0,1.333333333,0.424242424,28.84,74.13,105.6636941,1232.2632,1.396,0.025612497,1.344,0.032083225,NA,NA,NA,NA,NA,NA,NA,NA,NA,7910.65989332497,232121.363155564,240032.023048889,0.608286252354049,0.0329566854990584,0.0729751403368083,105,3081,1247,3186,High Mix Spores,12.3885276227936,12.3550156309203,8.97596648248112,4.30582030866863,3.36176331241675,45.29,3.81308625756812,0.6109537299339,4.66026135326773,7.1166077576401,NA,NA,NA
204,2,Low,Mix,No,12,19,7,1051,1568,0,0,0,0,1,0.839285714,NA,10.79,40.88,22.99682495,795.852,1.316,0.023437861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.3396180316664,197314.459624934,197314.459624934,0.598701794578083,0,0,0,2619,1051,2619,Low Mix No,12.1925539768313,12.1925539768313,4.3220061323236,3.71064094589545,2.37861977927004,30.09,3.40419289064195,0.73605675146771,3.1353561607478,6.67941323890908,NA,NA,NA
